slope,elevation,rainfall_total,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,soil_moisture,soil_type,geology,vegetation_ndvi,land_use,historical_landslide_density,risk_probability,risk_level,source_type
46.4,2703.2,85.9,12.1,40.7,60.2,85.9,0.345,2,1,0.345,2,0.098,0.3887,MEDIUM,DEMO
28.7,208.0,47.4,10.5,22.9,36.0,47.4,0.343,0,0,0.288,0,0.191,0.1982,LOW,DEMO
39.8,1421.2,148.7,17.6,46.4,101.9,148.7,0.422,1,3,0.251,2,0.023,0.445,MEDIUM,DEMO
35.7,356.9,85.8,16.2,35.6,53.3,85.8,0.442,1,0,0.142,0,0.126,0.3421,MEDIUM,DEMO
25.8,2520.8,164.1,32.1,94.2,138.1,164.1,0.56,2,1,0.701,1,0.368,0.4673,MEDIUM,DEMO
49.5,1225.5,177.9,29.9,85.4,128.1,177.9,0.599,1,0,0.49,1,0.211,0.6966,HIGH,DEMO
45.0,1341.5,36.7,4.2,14.7,21.7,36.7,0.303,1,3,0.864,0,0.096,0.1581,LOW,DEMO
39.0,302.5,154.0,19.0,59.9,103.5,154.0,0.549,1,3,0.454,2,0.151,0.4673,MEDIUM,DEMO
47.8,606.7,150.6,27.1,73.1,97.7,150.6,0.553,1,0,0.761,3,0.438,0.5979,HIGH,DEMO
48.8,945.7,100.2,20.3,41.9,61.6,100.2,0.446,3,0,0.856,0,0.238,0.4512,MEDIUM,DEMO
41.0,1402.6,105.2,20.7,54.4,87.3,105.2,0.378,1,2,0.137,1,0.033,0.4102,MEDIUM,DEMO
47.0,178.8,82.1,11.9,48.8,66.8,82.1,0.411,0,0,0.2,0,0.054,0.3792,MEDIUM,DEMO
40.5,3031.8,31.6,2.8,13.9,19.3,31.6,0.401,1,2,0.384,0,0.132,0.1554,LOW,DEMO
39.8,2068.4,29.7,6.2,13.5,19.5,29.7,0.317,0,3,0.781,0,0.404,0.1527,LOW,DEMO
37.5,363.7,192.2,28.7,92.7,149.7,192.2,0.614,1,1,0.757,1,0.195,0.5941,HIGH,DEMO
42.9,1637.2,85.8,9.4,31.9,52.5,85.8,0.487,0,3,0.399,0,0.174,0.2759,MEDIUM,DEMO
21.0,737.4,63.8,11.2,25.4,46.4,63.8,0.331,3,0,0.272,0,0.196,0.1929,LOW,DEMO
49.6,637.6,109.1,21.1,43.6,82.9,109.1,0.497,1,3,0.73,0,0.201,0.4181,MEDIUM,DEMO
49.1,419.8,46.1,8.8,20.8,34.4,46.1,0.309,2,0,0.574,0,0.2,0.2906,MEDIUM,DEMO
11.9,862.8,56.2,6.7,26.7,42.8,56.2,0.409,3,0,0.144,0,0.195,0.1611,LOW,DEMO
46.4,1258.0,77.0,9.7,30.7,58.6,77.0,0.433,3,3,0.731,2,0.203,0.2986,MEDIUM,DEMO
19.4,556.3,51.4,13.4,31.3,43.1,51.4,0.325,1,1,0.847,3,0.352,0.1746,LOW,DEMO
28.3,972.9,102.6,19.6,41.4,67.1,102.6,0.427,3,2,0.152,1,0.581,0.3596,MEDIUM,DEMO
42.5,1161.5,69.3,17.1,34.3,56.4,69.3,0.428,2,2,0.337,1,0.072,0.3491,MEDIUM,DEMO
21.1,1197.6,102.2,11.7,33.0,56.9,102.2,0.347,0,1,0.743,2,0.156,0.2348,LOW,DEMO
46.0,128.0,108.2,14.4,32.2,68.9,108.2,0.429,3,0,0.564,1,0.149,0.4777,MEDIUM,DEMO
46.8,1847.9,146.5,12.6,59.1,82.7,146.5,0.553,1,1,0.872,0,0.271,0.4741,MEDIUM,DEMO
33.8,631.7,61.1,7.1,24.8,45.5,61.1,0.348,0,0,0.816,3,0.123,0.2078,LOW,DEMO
8.2,353.9,36.1,4.2,13.5,20.9,36.1,0.324,2,0,0.255,3,0.071,0.1314,LOW,DEMO
26.6,329.1,270.7,67.8,137.6,217.6,270.7,0.651,2,1,0.632,0,0.267,0.4885,MEDIUM,DEMO
37.5,673.8,164.1,15.3,76.4,122.1,164.1,0.512,3,3,0.616,2,0.241,0.4399,MEDIUM,DEMO
58.9,2041.0,18.9,1.9,6.4,10.6,18.9,0.319,2,2,0.204,1,0.109,0.2933,MEDIUM,DEMO
38.0,507.8,294.3,54.4,113.5,225.0,294.3,0.759,1,0,0.188,1,0.209,0.6885,HIGH,DEMO
25.5,1326.7,49.3,6.2,21.3,39.9,49.3,0.276,1,2,0.553,2,0.763,0.1627,LOW,DEMO
38.1,171.6,69.8,8.5,31.7,52.2,69.8,0.433,2,3,0.426,2,0.436,0.2533,MEDIUM,DEMO
34.8,661.7,31.9,5.1,12.3,17.9,31.9,0.335,1,0,0.535,1,0.162,0.2022,LOW,DEMO
44.1,4200.0,81.2,16.1,38.0,65.6,81.2,0.346,0,0,0.302,2,0.412,0.4357,MEDIUM,DEMO
18.2,1404.4,51.1,6.9,20.1,39.3,51.1,0.352,0,0,0.543,0,0.091,0.1394,LOW,DEMO
43.2,292.8,32.8,5.0,10.4,21.7,32.8,0.258,0,1,0.411,2,0.032,0.22,LOW,DEMO
34.9,706.4,27.1,3.0,11.4,17.6,27.1,0.293,1,0,0.795,2,0.201,0.1633,LOW,DEMO
56.4,319.5,43.4,8.2,17.4,30.1,43.4,0.339,0,1,0.353,3,0.488,0.3922,MEDIUM,DEMO
28.5,554.2,115.4,19.4,45.6,93.5,115.4,0.424,0,2,0.782,3,0.198,0.2885,MEDIUM,DEMO
38.0,1443.1,103.2,13.1,42.1,64.6,103.2,0.479,1,1,0.416,1,0.333,0.4054,MEDIUM,DEMO
53.4,1407.5,37.7,5.0,11.2,21.9,37.7,0.365,0,3,0.559,1,0.171,0.2778,MEDIUM,DEMO
17.9,313.0,59.2,6.9,28.9,47.9,59.2,0.373,0,1,0.338,1,0.139,0.1803,LOW,DEMO
53.9,2378.5,132.5,9.6,40.1,73.9,132.5,0.517,3,0,0.735,2,0.29,0.5495,HIGH,DEMO
40.1,888.1,60.8,17.5,36.5,50.0,60.8,0.29,2,1,0.761,2,0.235,0.3168,MEDIUM,DEMO
15.5,510.1,166.7,12.7,55.5,107.0,166.7,0.628,1,3,0.735,0,0.193,0.2809,MEDIUM,DEMO
27.1,707.3,252.4,20.5,102.1,177.3,252.4,0.714,3,0,0.606,1,0.147,0.5726,HIGH,DEMO
41.0,916.1,43.8,6.0,19.1,25.8,43.8,0.285,1,0,0.352,1,0.297,0.2725,MEDIUM,DEMO
15.4,818.7,47.9,5.0,21.4,39.3,47.9,0.346,1,2,0.604,0,0.715,0.1167,LOW,DEMO
36.2,679.7,181.8,41.6,90.6,140.9,181.8,0.625,1,0,0.849,1,0.574,0.6053,HIGH,DEMO
28.7,712.8,60.0,12.9,27.1,49.7,60.0,0.387,2,2,0.613,3,0.273,0.1938,LOW,DEMO
37.6,254.7,138.1,17.4,50.4,104.3,138.1,0.452,1,1,0.847,3,0.585,0.4546,MEDIUM,DEMO
13.6,1587.7,85.5,10.8,33.0,51.7,85.5,0.447,0,2,0.351,1,0.198,0.2045,LOW,DEMO
49.1,782.3,65.5,11.0,30.5,42.1,65.5,0.369,2,1,0.763,2,0.682,0.3858,MEDIUM,DEMO
57.8,206.5,111.7,12.2,45.5,77.7,111.7,0.483,2,0,0.666,2,0.716,0.6041,HIGH,DEMO
57.2,1387.8,183.2,24.8,85.6,134.1,183.2,0.55,1,0,0.743,0,0.114,0.691,HIGH,DEMO
42.7,2505.3,151.6,18.3,79.4,125.5,151.6,0.584,2,0,0.66,0,0.696,0.5621,HIGH,DEMO
19.5,2728.9,72.5,9.3,27.7,48.3,72.5,0.394,1,2,0.485,2,0.124,0.1656,LOW,DEMO
43.1,494.4,87.1,16.1,42.0,66.2,87.1,0.471,2,1,0.642,0,0.106,0.356,MEDIUM,DEMO
11.3,211.1,138.8,29.4,61.4,116.4,138.8,0.431,1,2,0.828,1,0.3,0.3026,MEDIUM,DEMO
11.0,737.6,90.4,12.8,30.4,53.9,90.4,0.348,0,0,0.437,1,0.406,0.2673,MEDIUM,DEMO
27.9,187.5,199.3,39.2,94.0,161.2,199.3,0.608,3,1,0.843,2,0.308,0.5143,HIGH,DEMO
33.2,2526.1,10.6,1.5,5.1,7.2,10.6,0.343,2,0,0.158,1,0.262,0.1733,LOW,DEMO
43.7,262.5,45.6,9.1,19.4,35.1,45.6,0.433,3,0,0.131,2,0.628,0.3502,MEDIUM,DEMO
40.0,342.2,106.1,21.0,43.3,67.7,106.1,0.403,1,0,0.495,2,0.483,0.4595,MEDIUM,DEMO
31.9,549.8,55.0,8.8,18.4,35.8,55.0,0.355,2,2,0.765,3,0.372,0.1763,LOW,DEMO
26.1,514.8,186.8,11.6,54.8,104.3,186.8,0.605,3,1,0.308,3,0.145,0.4432,MEDIUM,DEMO
62.6,1504.8,47.8,9.9,25.9,40.3,47.8,0.375,0,1,0.647,0,0.301,0.3998,MEDIUM,DEMO
31.3,628.4,81.2,17.2,43.7,64.5,81.2,0.445,3,3,0.536,3,0.115,0.2531,MEDIUM,DEMO
32.0,248.5,43.3,4.2,14.7,25.0,43.3,0.275,1,1,0.341,0,0.12,0.1575,LOW,DEMO
21.3,359.8,70.9,16.5,33.2,60.3,70.9,0.385,0,1,0.337,1,0.228,0.2667,MEDIUM,DEMO
44.8,720.4,18.0,2.7,9.5,13.1,18.0,0.183,0,3,0.176,3,0.275,0.1754,LOW,DEMO
40.4,223.6,26.0,2.7,10.3,21.0,26.0,0.339,1,1,0.528,0,0.161,0.1665,LOW,DEMO
23.9,931.3,244.2,32.0,92.7,139.2,244.2,0.687,0,2,0.462,3,0.411,0.4819,MEDIUM,DEMO
16.6,830.7,76.7,10.0,33.6,51.1,76.7,0.332,0,1,0.34,3,0.324,0.1995,LOW,DEMO
39.8,1208.8,58.5,13.8,28.9,44.0,58.5,0.375,2,0,0.858,3,0.234,0.2889,MEDIUM,DEMO
38.8,2578.3,32.0,4.5,13.6,18.6,32.0,0.291,1,2,0.742,2,0.08,0.1547,LOW,DEMO
26.0,2270.0,36.4,5.5,17.0,25.4,36.4,0.381,2,3,0.519,0,0.524,0.1243,LOW,DEMO
55.1,2708.2,227.4,32.5,83.9,155.3,227.4,0.628,1,1,0.516,1,0.524,0.7746,VERY HIGH,DEMO
20.6,332.6,79.9,6.1,27.3,49.1,79.9,0.51,1,1,0.267,2,0.507,0.2295,LOW,DEMO
31.5,207.0,148.9,23.1,54.1,95.3,148.9,0.569,0,1,0.613,0,0.228,0.4169,MEDIUM,DEMO
54.4,403.9,3.7,0.6,1.4,3.1,3.7,0.321,1,3,0.845,3,0.377,0.1863,LOW,DEMO
31.1,2109.1,50.0,7.9,23.1,31.8,50.0,0.291,1,3,0.803,0,0.695,0.1541,LOW,DEMO
38.2,3299.7,207.7,29.3,60.2,127.5,207.7,0.725,1,0,0.184,1,0.094,0.675,HIGH,DEMO
30.4,1845.2,52.8,9.3,24.7,37.5,52.8,0.287,1,2,0.16,0,0.399,0.1772,LOW,DEMO
26.1,184.9,34.7,7.1,17.4,26.1,34.7,0.304,2,1,0.851,0,0.068,0.1245,LOW,DEMO
59.4,2731.0,100.1,25.8,54.0,76.9,100.1,0.501,0,0,0.272,1,0.348,0.6661,HIGH,DEMO
30.8,575.5,22.8,4.4,10.9,17.7,22.8,0.318,1,1,0.538,1,0.17,0.1606,LOW,DEMO
50.5,88.4,18.4,2.3,6.9,10.3,18.4,0.222,0,0,0.177,0,0.059,0.2278,LOW,DEMO
24.3,605.7,187.0,14.0,67.6,124.9,187.0,0.654,0,3,0.761,0,0.156,0.356,MEDIUM,DEMO
23.6,122.4,43.1,9.5,22.7,33.7,43.1,0.347,1,0,0.21,1,0.321,0.2149,LOW,DEMO
12.1,786.5,112.6,25.0,51.2,92.5,112.6,0.438,1,3,0.609,2,0.484,0.2664,MEDIUM,DEMO
38.7,452.0,232.8,41.8,122.6,170.1,232.8,0.605,1,3,0.163,0,0.265,0.5437,HIGH,DEMO
29.4,657.2,78.1,6.7,22.1,44.2,78.1,0.417,3,0,0.239,2,0.311,0.2597,MEDIUM,DEMO
48.6,934.8,110.2,14.3,40.1,73.7,110.2,0.446,3,2,0.509,1,0.493,0.4735,MEDIUM,DEMO
32.7,1907.9,18.2,2.6,6.2,10.4,18.2,0.292,1,1,0.155,3,0.198,0.1528,LOW,DEMO
57.1,1056.0,40.1,4.2,21.2,31.0,40.1,0.245,1,3,0.269,0,0.715,0.3016,MEDIUM,DEMO
22.3,592.3,205.8,36.8,79.0,117.1,205.8,0.611,2,2,0.223,0,0.413,0.448,MEDIUM,DEMO
48.9,1620.5,58.8,8.5,18.3,35.6,58.8,0.383,2,1,0.151,0,0.297,0.3318,MEDIUM,DEMO
44.0,2204.0,26.6,3.2,8.9,18.0,26.6,0.393,2,3,0.858,2,0.149,0.167,LOW,DEMO
43.7,194.8,106.5,9.4,39.7,73.4,106.5,0.438,0,0,0.462,3,0.157,0.3901,MEDIUM,DEMO
47.5,763.2,169.3,27.2,67.7,113.8,169.3,0.637,2,0,0.773,2,0.142,0.6333,HIGH,DEMO
43.2,381.3,52.9,5.4,22.3,36.4,52.9,0.388,3,2,0.392,2,0.055,0.2253,LOW,DEMO
37.8,123.4,106.7,16.6,47.2,81.5,106.7,0.46,2,0,0.152,0,0.409,0.4196,MEDIUM,DEMO
19.6,1073.8,135.0,13.2,57.9,89.2,135.0,0.45,2,3,0.649,0,0.142,0.228,LOW,DEMO
12.3,1867.5,66.3,10.3,27.4,47.4,66.3,0.325,2,2,0.149,3,0.423,0.1713,LOW,DEMO
52.5,240.0,59.6,8.3,28.1,38.2,59.6,0.392,1,1,0.54,1,0.141,0.381,MEDIUM,DEMO
37.4,1586.2,227.5,35.4,78.9,149.3,227.5,0.646,2,0,0.226,1,0.547,0.6806,HIGH,DEMO
44.9,1808.0,28.6,5.9,13.4,21.0,28.6,0.272,2,0,0.63,2,0.363,0.2502,MEDIUM,DEMO
33.0,2291.6,83.0,18.3,36.6,57.9,83.0,0.395,3,0,0.798,0,0.032,0.2823,MEDIUM,DEMO
18.8,357.4,70.4,8.0,28.8,54.0,70.4,0.373,3,1,0.846,3,0.331,0.1686,LOW,DEMO
19.2,2188.6,70.0,6.3,28.8,50.3,70.0,0.425,1,2,0.521,2,0.154,0.1511,LOW,DEMO
40.0,428.0,130.3,19.2,57.7,103.1,130.3,0.467,0,1,0.525,1,0.148,0.4888,MEDIUM,DEMO
31.4,803.3,111.7,8.6,38.3,76.3,111.7,0.498,0,1,0.149,1,0.102,0.3411,MEDIUM,DEMO
23.0,126.6,92.4,9.7,38.2,64.4,92.4,0.443,3,0,0.705,2,0.524,0.2598,MEDIUM,DEMO
33.3,120.4,18.5,3.0,7.9,13.9,18.5,0.201,1,0,0.847,0,0.324,0.13,LOW,DEMO
15.2,1226.9,37.4,4.4,11.6,23.1,37.4,0.334,1,3,0.453,0,0.655,0.1058,LOW,DEMO
36.2,609.1,63.1,5.2,24.6,42.0,63.1,0.234,1,0,0.723,0,0.132,0.1941,LOW,DEMO
25.9,346.5,80.8,11.4,34.4,59.6,80.8,0.355,1,0,0.726,0,0.26,0.2156,LOW,DEMO
45.0,270.1,204.3,20.1,55.9,114.1,204.3,0.653,1,2,0.717,1,0.541,0.651,HIGH,DEMO
27.4,1077.7,79.4,7.4,26.5,54.1,79.4,0.397,2,1,0.697,2,0.066,0.207,LOW,DEMO
32.2,80.4,126.3,27.4,59.4,92.1,126.3,0.396,1,0,0.283,3,0.464,0.4355,MEDIUM,DEMO
9.3,1555.4,72.3,10.0,40.2,60.7,72.3,0.328,2,3,0.691,2,0.414,0.1572,LOW,DEMO
15.8,154.3,119.7,19.7,71.3,97.3,119.7,0.342,2,1,0.23,1,0.471,0.3544,MEDIUM,DEMO
30.2,271.3,76.2,5.7,23.0,48.3,76.2,0.324,1,0,0.662,3,0.021,0.2018,LOW,DEMO
32.9,519.3,32.6,2.6,11.1,22.9,32.6,0.34,1,2,0.123,3,0.578,0.1612,LOW,DEMO
36.9,677.0,109.7,13.4,29.0,62.2,109.7,0.426,3,0,0.818,2,0.374,0.3764,MEDIUM,DEMO
26.7,474.6,102.5,11.0,38.9,63.8,102.5,0.449,1,1,0.749,0,0.273,0.2414,LOW,DEMO
40.4,428.0,23.4,4.9,11.7,18.3,23.4,0.294,1,2,0.639,0,0.718,0.1647,LOW,DEMO
48.4,3069.7,72.3,8.0,24.2,42.4,72.3,0.386,2,3,0.192,0,0.053,0.279,MEDIUM,DEMO
44.1,1003.4,71.8,12.1,31.0,45.0,71.8,0.434,3,0,0.747,3,0.314,0.3484,MEDIUM,DEMO
13.0,101.3,48.5,12.7,26.5,40.4,48.5,0.33,1,0,0.785,1,0.279,0.1879,LOW,DEMO
32.9,586.2,31.1,8.4,18.5,24.8,31.1,0.353,2,1,0.643,2,0.295,0.1903,LOW,DEMO
18.0,1951.6,88.4,7.5,34.1,69.4,88.4,0.29,1,3,0.862,2,0.006,0.1417,LOW,DEMO
24.8,402.9,192.1,33.0,72.7,155.5,192.1,0.662,0,1,0.191,2,0.7,0.5757,HIGH,DEMO
59.9,169.4,116.5,16.1,48.1,90.3,116.5,0.402,0,1,0.659,0,0.089,0.5563,HIGH,DEMO
20.2,1358.4,20.7,1.7,5.5,12.1,20.7,0.235,0,0,0.519,0,0.122,0.0988,LOW,DEMO
33.5,918.3,182.8,37.8,94.1,128.9,182.8,0.554,0,1,0.231,2,0.431,0.5705,HIGH,DEMO
37.5,840.2,166.4,29.9,61.5,113.7,166.4,0.613,1,3,0.62,2,0.279,0.4888,MEDIUM,DEMO
40.7,129.6,50.8,4.6,20.1,32.7,50.8,0.3,0,0,0.728,1,0.161,0.2442,LOW,DEMO
35.5,216.3,22.0,4.1,9.6,17.6,22.0,0.258,3,0,0.245,0,0.061,0.159,LOW,DEMO
9.0,956.9,52.4,4.9,18.9,36.1,52.4,0.299,3,1,0.723,0,0.209,0.1182,LOW,DEMO
28.0,289.7,55.2,4.9,15.5,31.4,55.2,0.365,1,0,0.191,0,0.42,0.1907,LOW,DEMO
34.1,711.2,23.6,3.8,8.2,14.9,23.6,0.331,1,1,0.569,1,0.294,0.177,LOW,DEMO
16.9,788.5,87.5,12.5,34.3,54.1,87.5,0.498,1,0,0.727,1,0.449,0.2667,MEDIUM,DEMO
28.8,380.0,41.3,5.5,25.0,33.7,41.3,0.447,2,0,0.231,3,0.199,0.1917,LOW,DEMO
12.3,2748.2,27.9,4.5,12.8,20.8,27.9,0.334,2,2,0.554,3,0.19,0.0964,LOW,DEMO
16.3,1743.3,62.1,11.9,27.2,44.6,62.1,0.384,1,1,0.443,1,0.515,0.2222,LOW,DEMO
30.4,1233.3,188.7,21.9,61.0,132.4,188.7,0.54,1,3,0.582,2,0.205,0.4585,MEDIUM,DEMO
19.7,153.1,131.5,17.2,68.8,98.0,131.5,0.59,2,2,0.442,2,0.036,0.3101,MEDIUM,DEMO
35.7,181.0,99.6,12.0,35.9,77.4,99.6,0.446,1,0,0.311,2,0.328,0.3718,MEDIUM,DEMO
40.2,690.9,51.0,12.6,26.4,36.6,51.0,0.33,2,0,0.313,1,0.202,0.3247,MEDIUM,DEMO
45.1,237.7,23.8,4.8,12.1,19.8,23.8,0.314,3,1,0.777,1,0.362,0.2356,LOW,DEMO
23.0,3526.0,31.6,5.6,13.3,26.6,31.6,0.277,2,0,0.239,0,0.136,0.1361,LOW,DEMO
21.5,235.3,126.5,27.4,62.9,107.4,126.5,0.368,1,3,0.214,3,0.584,0.3174,MEDIUM,DEMO
18.0,681.6,41.0,5.2,23.1,30.8,41.0,0.355,2,0,0.194,2,0.243,0.1608,LOW,DEMO
38.2,487.5,82.3,13.9,37.0,68.3,82.3,0.47,1,0,0.176,0,0.146,0.3395,MEDIUM,DEMO
40.9,998.0,100.4,11.2,35.8,67.4,100.4,0.464,2,0,0.131,0,0.158,0.3726,MEDIUM,DEMO
12.2,204.3,19.6,1.9,7.7,15.8,19.6,0.286,3,1,0.242,1,0.215,0.1201,LOW,DEMO
53.8,586.4,74.7,10.1,38.7,61.5,74.7,0.389,0,2,0.266,1,0.196,0.4105,MEDIUM,DEMO
14.2,369.1,94.9,16.1,37.2,78.0,94.9,0.435,0,0,0.325,0,0.38,0.2641,MEDIUM,DEMO
34.9,2048.3,219.3,29.6,119.1,175.3,219.3,0.664,1,1,0.214,2,0.205,0.6105,HIGH,DEMO
41.0,117.3,81.3,11.7,39.7,54.7,81.3,0.398,0,0,0.192,0,0.103,0.3292,MEDIUM,DEMO
49.0,2285.2,122.7,15.3,53.5,73.3,122.7,0.479,2,1,0.532,0,0.492,0.5022,HIGH,DEMO
41.2,1690.8,51.8,3.5,16.3,33.7,51.8,0.424,2,0,0.666,3,0.108,0.2288,LOW,DEMO
45.2,397.9,142.5,23.2,68.6,111.2,142.5,0.538,1,1,0.599,2,0.103,0.5399,HIGH,DEMO
28.5,1481.5,26.4,3.4,7.8,16.4,26.4,0.304,1,1,0.543,1,0.017,0.1446,LOW,DEMO
45.9,108.5,102.6,9.1,44.2,71.2,102.6,0.474,1,0,0.455,3,0.722,0.4478,MEDIUM,DEMO
16.4,3146.5,84.0,9.8,42.0,60.4,84.0,0.439,0,1,0.602,3,0.229,0.1986,LOW,DEMO
50.6,753.0,158.7,29.5,70.9,116.0,158.7,0.592,2,1,0.805,0,0.214,0.5851,HIGH,DEMO
35.1,405.2,100.7,22.5,59.5,83.6,100.7,0.399,1,1,0.597,0,0.357,0.3439,MEDIUM,DEMO
46.0,485.3,64.3,13.8,33.2,48.1,64.3,0.345,2,1,0.166,1,0.046,0.3877,MEDIUM,DEMO
32.1,141.8,142.1,16.0,59.5,111.7,142.1,0.473,2,2,0.554,3,0.268,0.3628,MEDIUM,DEMO
38.4,4167.9,99.7,20.4,46.2,72.2,99.7,0.473,2,1,0.518,2,0.152,0.4033,MEDIUM,DEMO
34.4,116.1,34.6,4.3,12.5,27.7,34.6,0.35,0,3,0.464,0,0.16,0.1316,LOW,DEMO
41.9,1037.5,67.3,9.2,24.1,42.3,67.3,0.311,2,3,0.552,1,0.507,0.2813,MEDIUM,DEMO
16.5,606.2,31.3,2.3,10.0,19.2,31.3,0.328,2,2,0.631,2,0.338,0.0993,LOW,DEMO
14.9,2756.9,94.5,15.0,57.2,78.3,94.5,0.494,2,3,0.148,0,0.649,0.2337,LOW,DEMO
25.0,334.1,101.6,19.0,44.0,77.0,101.6,0.427,1,3,0.485,2,0.459,0.2878,MEDIUM,DEMO
21.1,763.5,199.1,25.8,96.7,149.6,199.1,0.635,0,0,0.741,1,0.031,0.5026,HIGH,DEMO
49.1,672.6,66.3,7.0,30.6,45.7,66.3,0.41,2,3,0.523,0,0.006,0.2505,MEDIUM,DEMO
23.8,1172.2,58.9,10.1,26.6,39.1,58.9,0.293,1,0,0.172,1,0.073,0.2245,LOW,DEMO
58.1,143.4,21.3,3.7,10.2,15.2,21.3,0.297,1,0,0.709,3,0.301,0.3108,MEDIUM,DEMO
28.4,273.9,66.2,8.0,20.8,38.8,66.2,0.437,1,3,0.835,3,0.176,0.1603,LOW,DEMO
22.2,297.4,61.2,10.6,27.5,42.0,61.2,0.334,1,0,0.767,3,0.541,0.2014,LOW,DEMO
44.6,1286.0,80.2,11.9,33.9,55.1,80.2,0.441,0,1,0.396,3,0.704,0.4015,MEDIUM,DEMO
39.0,268.7,59.9,9.3,26.8,42.6,59.9,0.363,1,3,0.526,0,0.281,0.2044,LOW,DEMO
33.5,846.9,60.0,9.5,20.0,44.4,60.0,0.328,0,0,0.569,3,0.348,0.2422,LOW,DEMO
35.3,298.1,80.0,12.7,35.3,67.0,80.0,0.394,1,0,0.664,0,0.358,0.2838,MEDIUM,DEMO
41.4,1860.0,69.8,14.6,37.9,52.0,69.8,0.353,3,1,0.626,2,0.142,0.3268,MEDIUM,DEMO
24.2,2645.5,59.2,7.3,25.9,48.3,59.2,0.316,1,2,0.271,1,0.097,0.1687,LOW,DEMO
62.3,737.8,58.8,11.3,24.5,42.1,58.8,0.346,2,2,0.761,0,0.037,0.3551,MEDIUM,DEMO
57.9,470.9,236.0,18.3,88.1,174.2,236.0,0.692,1,3,0.765,1,0.277,0.7386,HIGH,DEMO
38.7,320.0,57.6,5.9,16.2,32.9,57.6,0.349,3,0,0.427,1,0.323,0.2789,MEDIUM,DEMO
23.0,126.0,63.8,6.1,19.3,37.6,63.8,0.355,1,0,0.219,2,0.156,0.1977,LOW,DEMO
39.8,361.4,17.4,3.0,7.8,12.6,17.4,0.294,1,2,0.583,1,0.321,0.1641,LOW,DEMO
15.8,1035.8,142.8,21.3,69.3,95.5,142.8,0.542,2,2,0.392,2,0.455,0.3462,MEDIUM,DEMO
12.0,766.5,8.7,1.6,3.8,6.9,8.7,0.209,1,0,0.683,1,0.152,0.1013,LOW,DEMO
25.4,2674.8,35.8,2.9,14.0,25.5,35.8,0.304,1,0,0.36,2,0.377,0.1609,LOW,DEMO
32.4,534.2,107.4,17.4,54.2,87.5,107.4,0.351,0,0,0.32,2,0.122,0.3786,MEDIUM,DEMO
48.9,1145.4,15.6,3.3,7.3,13.2,15.6,0.271,0,3,0.779,0,0.253,0.1605,LOW,DEMO
41.8,684.8,45.6,5.4,19.6,27.1,45.6,0.342,2,3,0.588,1,0.3,0.2149,LOW,DEMO
42.4,726.8,73.1,5.9,27.5,48.9,73.1,0.414,3,0,0.185,3,0.085,0.3078,MEDIUM,DEMO
31.3,360.5,69.1,10.8,30.9,51.8,69.1,0.386,0,0,0.644,2,0.267,0.2563,MEDIUM,DEMO
28.7,626.2,44.5,8.6,17.4,28.6,44.5,0.36,1,0,0.692,1,0.012,0.1951,LOW,DEMO
29.5,652.7,123.1,11.6,53.1,77.6,123.1,0.482,0,3,0.299,0,0.695,0.2998,MEDIUM,DEMO
60.1,1183.7,127.9,13.9,62.9,101.6,127.9,0.454,1,3,0.855,0,0.221,0.5079,HIGH,DEMO
13.1,2621.7,109.4,18.2,48.2,92.4,109.4,0.397,1,1,0.403,0,0.414,0.2786,MEDIUM,DEMO
48.8,439.5,53.0,5.6,20.2,41.4,53.0,0.335,2,0,0.835,0,0.315,0.2705,MEDIUM,DEMO
36.1,118.8,82.9,13.9,42.9,58.7,82.9,0.366,0,0,0.343,1,0.414,0.3736,MEDIUM,DEMO
31.7,697.2,48.5,10.3,22.9,33.1,48.5,0.334,2,1,0.583,0,0.19,0.187,LOW,DEMO
41.7,787.6,283.8,24.0,92.3,202.0,283.8,0.752,0,3,0.513,0,0.208,0.5742,HIGH,DEMO
33.1,246.0,92.4,18.4,44.3,63.7,92.4,0.443,2,0,0.874,2,0.41,0.3577,MEDIUM,DEMO
49.2,1366.1,53.2,8.2,23.4,37.3,53.2,0.351,2,2,0.43,0,0.284,0.2633,MEDIUM,DEMO
51.0,3855.5,252.4,44.0,93.4,154.2,252.4,0.741,1,0,0.256,1,0.53,0.7889,VERY HIGH,DEMO
31.1,2703.1,58.1,10.6,21.6,47.7,58.1,0.38,2,1,0.753,0,0.277,0.1974,LOW,DEMO
26.2,277.6,90.1,16.5,47.9,70.0,90.1,0.408,0,2,0.152,1,0.138,0.2853,MEDIUM,DEMO
36.6,1954.1,124.4,17.9,47.8,93.8,124.4,0.475,0,1,0.793,0,0.189,0.3797,MEDIUM,DEMO
51.8,1177.2,50.0,11.8,27.9,41.8,50.0,0.368,0,2,0.204,0,0.145,0.3104,MEDIUM,DEMO
23.5,624.4,47.4,4.0,13.7,30.1,47.4,0.46,1,2,0.555,3,0.529,0.1404,LOW,DEMO
37.7,780.1,138.7,14.7,54.9,79.7,138.7,0.458,0,0,0.662,1,0.096,0.4578,MEDIUM,DEMO
38.0,1785.0,124.3,22.2,45.3,99.2,124.3,0.483,1,0,0.376,1,0.102,0.4864,MEDIUM,DEMO
